dataset,split_name,index,mode,format,action,action_name,state,hit,passes,reliable,tc_score,tc_probe_count,tc_stage,vc_score,tc_source,vc_source,vc_cascade_depth
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001757,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001760,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001762,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001769,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001772,both,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,1.0,1,tc_os1_low,2.0,none,gray,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001774,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001847,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001854,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,0.0,5,1,0.0,1,tc_os1_low,2.0,none,strong,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001863,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001867,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001870,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001871,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001875,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001878,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001879,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001882,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001940,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001945,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001952,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,1.0,5,1,0.0,1,tc_os1_low,2.0,none,strong,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001953,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,1.0,5,1,0.0,1,tc_os1_low,2.0,none,strong,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001965,tcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3001979,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3002650,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3002728,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3002946,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003067,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003068,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,0.0,5,1,0.0,1,tc_os1_low,1.0,none,strong,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003071,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003079,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003088,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,1.0,none,center,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003119,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003128,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,2.0,none,center,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003166,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,1.0,5,1,0.0,1,tc_os1_low,1.0,none,strong,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003202,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003225,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,1.0,5,1,0.0,1,tc_os1_low,1.0,none,strong,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003228,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003366,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,1.0,none,gray,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003380,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003394,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003396,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003427,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003467,tcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003520,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003556,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003557,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003597,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003607,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003611,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003619,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003625,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003626,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003631,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003633,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003646,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003653,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003659,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003668,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003672,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003696,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003706,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003719,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,2.0,none,center,3
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003738,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003740,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003744,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003752,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_EN_V11,LLaVA-NeXT-8B_Biased_Test,3003764,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,286,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,308,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,313,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,371,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,404,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,407,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,419,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,449,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,452,vcf_only,MCQ,joint_os_strong_blur_b0.2_g2.5_t0.2,Joint-StrongBlur-OptionShuffle1,joint_strong,1.0,3,1,0.0,1,tc_os1_high,2.0,option_shuffle,strong,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,481,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,482,vcf_only,MCQ,joint_os_strong_blur_b0.2_g2.5_t0.2,Joint-StrongBlur-OptionShuffle1,joint_strong,1.0,3,1,0.0,1,tc_os1_high,2.0,option_shuffle,strong,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,484,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,486,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,2.0,none,gray,3
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,858,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1231,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1257,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1258,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1262,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,3113,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,4,1,0.0,1,tc_os1_low,2.0,none,center,2
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,3301,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,2.0,none,gray,3
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,3452,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,284,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,1.0,1,tc_os1_low,2.0,none,gray,1
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,285,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,288,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,292,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,294,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,300,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,307,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,311,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,408,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,412,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,414,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,1.0,5,1,0.0,1,tc_os1_low,2.0,none,strong,3
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,415,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1012,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1104,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1105,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1107,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1113,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,2.0,none,center,3
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1114,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,1.0,4,1,0.0,1,tc_os1_low,2.0,none,center,2
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1124,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,1.0,none,gray,3
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1125,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,1,0.0,1,tc_os1_low,0.0,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1200,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1210,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1212,vcf_only,MCQ,joint_os_strong_blur_b0.2_g2.5_t0.2,Joint-StrongBlur-OptionShuffle1,joint_strong,0.0,3,1,1.0,1,tc_os1_high,2.0,option_shuffle,strong,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,1553,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,2124,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,2420,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,2540,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,2573,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,3087,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,2.0,none,center,3
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,3509,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,9,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,18,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMBench_DEV_CN_V11,LLaVA-NeXT-8B_Biased_Test,151,both,MCQ,b5_tc_os1_direct,Text-OptionShuffle1,text,1.0,2,1,2.0,1,tc_os1_high,0.0,option_shuffle,none,
