dataset,split_name,index,mode,route_mode,prediction,answer,hit,T_on,V_on,T_strength,V_strength,tc_pred,vc_pred,vc_envelope_pred,vc_sci_pred,support_size,labels_n,conflict,vc_source,vc_bridge_source,grec_soft_swcr,grec_hard_composition,grec_hard_argmax,operator_agree,joint_conflict,format,state,action,aggregation_status,stable_hit,mode_confidence
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001130,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.2752926485388866,B,B,B,C,3,3,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001195,vcf_only,both,D,B,0.0,1,1,0.03940478202228359,0.8739876806471008,D,D,D,B,1,4,1,centermask,centermask,B,D,D,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001216,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.8305272115926131,A,D,D,D,4,4,0,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001549,vcf_only,vcf_only,B,C,0.0,0,1,0.0,0.8868466945977478,A,C,D,A,4,4,1,strongblur,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1002420,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.5511241908663846,B,B,B,B,3,3,1,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1002555,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.8520163501445794,A,A,D,B,4,4,1,strongblur,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003086,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.5843794770750139,B,B,B,A,3,3,1,strongblur,strongblur,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003087,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.91649441613249,A,B,B,B,3,3,1,strongblur,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003094,tcf_only,tcf_only,A,A,1.0,1,0,0.4823629713413432,0.0,A,C,A,C,1,3,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003509,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.15773907292607614,B,B,B,C,3,3,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000012,vcf_only,both,C,C,1.0,1,1,0.041416556537779835,0.3052748765336331,C,A,A,A,1,4,1,gray,gray,C,C,C,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000018,vcf_only,neither,B,C,0.0,0,0,0.0,0.0,C,B,B,A,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000133,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.10469099661883018,C,C,C,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000322,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.3981487482181485,B,B,B,B,4,4,1,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000462,both,both,B,A,0.0,1,1,1.0,1.0,B,B,D,C,1,4,0,centermask,centermask,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000526,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.8471138734086444,A,C,C,C,4,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000535,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.20048996455994642,C,C,C,B,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000582,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.2736855470741641,B,B,B,B,4,4,0,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000589,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.6551788463699367,D,D,D,B,4,4,1,strongblur,strongblur,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000592,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.3865752995980981,C,C,C,C,4,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000768,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.1141303695399236,B,B,B,D,4,4,1,strongblur,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000773,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.7354438498674972,B,C,B,C,4,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000778,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.066548027327697,C,C,C,C,4,4,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000782,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.009921431993029042,C,C,C,B,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000866,vcf_only,vcf_only,A,B,0.0,0,1,0.0,1.0,A,A,A,A,4,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000890,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.9261108016053056,B,B,D,D,4,4,0,strongblur,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1000904,tcf_only,tcf_only,C,C,1.0,1,0,0.0017358099888590145,0.0,C,A,A,D,2,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001500,tcf_only,neither,B,C,0.0,0,0,0.0,0.0,B,B,B,B,4,4,1,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001632,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.39982291290174726,A,A,A,A,4,4,1,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001638,vcf_only,vcf_only,C,A,0.0,0,1,0.0,1.0,A,D,D,D,4,4,1,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001688,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.28132203217649354,A,A,B,A,4,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001715,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.9086326810166231,D,B,B,D,4,4,0,strongblur,strongblur,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001741,vcf_only,vcf_only,C,C,1.0,0,1,0.0,1.0,C,C,C,C,4,4,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001774,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.917188059407465,C,B,B,B,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001843,vcf_only,neither,D,A,0.0,0,0,0.0,0.0,D,D,D,B,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001847,vcf_only,vcf_only,A,A,1.0,0,1,0.0,1.0,C,A,A,A,4,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001849,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.7021305600254272,A,A,B,A,4,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001858,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.8197259982155967,C,B,B,C,4,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001860,vcf_only,vcf_only,D,A,0.0,0,1,0.0,0.7452245905171753,C,C,C,C,4,4,1,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001867,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.1431853936408339,D,D,D,B,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001868,vcf_only,vcf_only,B,C,0.0,0,1,0.0,0.11440214927305475,D,D,D,D,4,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001882,vcf_only,vcf_only,C,A,0.0,0,1,0.0,5.30820847861367e-05,B,B,B,B,4,4,1,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001888,tcf_only,tcf_only,A,A,1.0,1,0,0.03207558255428857,0.0,A,A,A,A,3,4,0,strongblur,strongblur,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001953,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.6145133371783944,B,B,B,B,4,4,1,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001956,both,vcf_only,C,C,1.0,0,1,0.0,0.7384705577138502,C,C,C,C,4,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001957,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.39148025565510747,B,B,B,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001965,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.40902214530076336,B,B,B,C,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1001979,both,vcf_only,C,C,1.0,0,1,0.0,0.8807784219422562,C,C,C,C,4,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1002404,tcf_only,vcf_only,C,B,0.0,0,1,0.0,1.0,C,C,C,C,4,4,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1002946,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.15365011695374242,C,B,B,B,4,4,1,centermask,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003091,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.9564398229410386,C,D,D,C,4,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003161,vcf_only,both,A,B,0.0,1,1,0.4607181246014089,1.0,A,A,A,A,1,4,0,strongblur,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003229,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.7387965946868899,B,B,B,C,4,4,1,gray,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003238,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.38206497989232596,D,D,D,D,4,4,0,gray,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003359,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.844187541948019,A,B,B,B,4,4,0,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003372,both,vcf_only,C,C,1.0,0,1,0.0,1.0,C,C,C,C,4,4,0,strongblur,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003379,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.5901891617471023,A,A,A,A,4,4,0,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003472,both,vcf_only,A,C,0.0,0,1,0.0,0.240989634669134,C,C,C,A,4,4,1,strongblur,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003520,both,both,A,A,1.0,1,1,1.0,0.2342292205001245,A,B,B,B,1,4,1,centermask,centermask,B,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003607,both,tcf_only,C,D,0.0,1,0,0.04420784895797411,0.0,C,C,C,C,2,4,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003611,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.34181849342140913,C,C,C,C,4,4,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003625,tcf_only,tcf_only,C,C,1.0,1,0,1.0,0.0,C,C,C,D,1,4,0,strongblur,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003629,both,both,A,B,0.0,1,1,0.45421448211933796,0.3249737300407281,A,A,A,C,2,4,1,strongblur,centermask,C,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003631,tcf_only,neither,A,C,0.0,0,0,0.0,0.0,A,A,A,B,4,4,1,strongblur,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003641,vcf_only,tcf_only,C,B,0.0,1,0,0.007967008939857285,0.0,A,A,A,A,2,4,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003646,vcf_only,neither,C,D,0.0,0,0,0.0,0.0,A,A,A,A,4,4,0,strongblur,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003653,tcf_only,neither,A,C,0.0,0,0,0.0,0.0,A,A,A,D,4,4,1,strongblur,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003665,vcf_only,tcf_only,A,B,0.0,1,0,0.5060880317182189,0.0,A,C,C,C,2,4,0,strongblur,strongblur,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003685,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.23196622088459984,A,A,A,A,4,4,0,gray,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003738,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.14944849965147536,B,B,B,A,4,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,1003744,tcf_only,tcf_only,B,A,0.0,1,0,1.0,0.0,B,A,B,A,2,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2000284,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.7551773882886429,A,A,A,A,3,3,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2000290,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.3902138634429808,A,A,A,B,3,3,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2000412,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.9400218687278566,C,C,C,A,3,3,1,strongblur,strongblur,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2000415,tcf_only,tcf_only,C,C,1.0,1,0,0.5115023266286727,0.0,C,C,C,B,2,3,0,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001014,tcf_only,neither,B,C,0.0,0,0,0.0,0.0,C,B,C,C,4,4,0,strongblur,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001104,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.9012466791669403,A,C,C,A,3,3,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001110,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.3107125435474559,A,C,C,C,3,3,1,strongblur,strongblur,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001128,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.2485139025381021,C,C,C,C,3,3,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001129,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.15673509117805726,C,C,C,C,3,3,0,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001130,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.23007914800765908,C,C,C,C,3,3,0,strongblur,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001198,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.6798703919979213,D,D,D,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001200,tcf_only,neither,A,A,1.0,0,0,0.0,0.0,A,C,A,D,4,4,1,gray,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001216,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.859687481394896,B,D,D,B,4,4,0,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001230,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.25216214449228314,B,B,B,A,4,4,1,strongblur,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001549,vcf_only,vcf_only,A,A,1.0,0,1,0.0,1.0,A,A,A,A,4,4,0,strongblur,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2001553,tcf_only,tcf_only,C,C,1.0,1,0,1.0,0.0,C,C,C,A,1,4,1,strongblur,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2002420,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.4704544618494635,C,C,C,C,3,3,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMBench_DEV_CN_V11,Qwen2-VL-7B_Biased_Test,2002555,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.38206497989232596,B,B,D,C,4,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
